age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
18,ENGLISH,Female,2ND YR COL,2.8,No,506.0,128.0,7,Very Good,0,0,5,53,fin,No,1
19,FRENCH,Female,12TH GRADE,2.0,Yes,503.0,240.0,5,Very Good,0,0,14,11,personal,No,1
14,ENGLISH,Male,1ST YR COL,3.0,No,601.0,200.0,5,Very Good,0,0,11,65,busi,No,1
17,GERMAN,Female,12TH GRADE,1.3,No,502.0,122.0,6,Very Good,2,0,9,40,personal,Yes,0
18,ENGLISH,Male,12TH GRADE,4.8,No,511.0,160.0,6,Excellent,0,0,2,70,transp,Yes,1
15,ENGLISH,Female,9TH GRADE,0.1,No,502.0,105.0,5,Very Good,0,0,4,13,retail,No,0
19,GERMAN,Male,12TH GRADE,0.75,Yes,600.0,195.0,6,Good,0,0,14,28,transp,No,0
18,FRENCH,Female,4TH YR COL,0.7,No,502.0,130.0,6,Very Good,0,0,10,42,retail,Yes,0
17,BLACK,Male,2ND YR COL,4.2,No,508.0,135.0,7,Very Good,0,0,4,46,manuf,No,1
20,BLACK,Male,4TH YR COL,6.7,No,511.0,185.0,10,Very Good,0,0,3,29,retail,No,1
21,ENGLISH,Female,1ST YR COL,3.5,Yes,503.0,120.0,2,Very Good,1,0,1,64,fin,Yes,1
15,POLISH,Female,12TH GRADE,2.85,No,502.0,113.0,5,Excellent,0,0,8,22,personal,No,1
19,GERMAN,Female,2ND YR COL,0.0,No,411.0,129.0,4,Good,0,0,5,47,retail,No,0
15,FRENCH,Male,11TH GRADE,1.6,No,504.0,130.0,4,Good,0,0,7,4,wholesale,No,0
14,GERMAN,Male,10TH GRADE,0.3,No,510.0,155.0,6,Very Good,2,1,14,23,construction,No,0
18,ENGLISH,Female,10TH GRADE,0.3,Yes,506.0,190.0,6,Fair,0,0,5,4,manuf,No,0
20,AMERICAN,Male,12TH GRADE,0.7214,No,601.0,260.0,6,Excellent,0,0,8,23,pro,No,0
16,ENGLISH,Male,12TH GRADE,3.25,Yes,508.0,175.0,5,Very Good,2,0,9,13,wholesale,No,1
19,ITALIAN,Male,12TH GRADE,3.1,No,511.0,215.0,4,Very Good,0,0,6,25,transp,No,1
15,ITALIAN,Female,10TH GRADE,0.8,No,500.0,118.0,4,Fair,1,0,10,22,retail,Yes,0
21,ENGLISH,Male,11TH GRADE,3.65,No,509.0,230.0,4,Very Good,0,0,9,46,wholesale,No,1
16,GERMAN,Female,12TH GRADE,2.5,No,506.0,130.0,4,Good,0,0,11,63,retail,No,1
17,ENGLISH,Male,12TH GRADE,2.6,Yes,509.0,152.0,4,Very Good,0,0,5,43,busi,No,1
17,IRISH,Male,4TH YR COL,5.0,No,603.0,200.0,10,Excellent,0,0,9,99,busi,No,1
21,GERMAN,Male,4TH YR COL,8.0,No,600.0,215.0,5,Very Good,0,0,7,93,transp,No,1
16,GERMAN,Female,5TH YR COL,2.4,No,505.0,120.0,3,Excellent,0,0,10,80,pro,No,1
18,GERMAN,Male,4TH YR COL,5.9,No,510.0,165.0,6,Very Good,0,0,9,95,wholesale,No,1
19,GERMAN,Male,2ND YR COL,0.95,No,505.0,140.0,3,Excellent,3,0,14,57,retail,No,0
19,FRENCH,Female,4TH YR COL,2.2,No,503.0,198.0,4,Good,0,0,9,75,pro,No,1
17,FRENCH,Male,8TH YR COL OR MORE,3.0,No,509.0,163.0,3,Good,0,0,11,62,pro,No,1
18,ITALIAN,Male,1ST YR COL,2.2,No,507.0,130.0,8,Excellent,0,0,12,36,retail,No,1
16,GERMAN,Female,2ND YR COL,0.0,No,507.0,120.0,3,Excellent,0,0,10,51,retail,No,0
14,ENGLISH,Male,12TH GRADE,1.8,No,506.0,145.0,5,Good,0,0,5,97,retail,No,1
14,ITALIAN,Male,1ST YR COL,2.7,No,602.0,265.0,6,Fair,0,0,12,58,manuf,No,1
17,GERMAN,Female,6TH YR COL,1.4,No,505.0,135.0,7,Very Good,0,0,10,89,pro,Yes,0
18,OTHER,Male,4TH YR COL,2.5,No,601.0,200.0,7,Very Good,0,0,10,98,pro,No,1
20,ITALIAN,Male,12TH GRADE,3.0,No,602.0,170.0,1,Very Good,0,1,8,92,wholesale,No,1
21,GERMAN,Male,1ST YR COL,3.5,No,600.0,208.0,1,Fair,1,1,6,84,manuf,No,1
16,AMERICAN,Female,9TH GRADE,0.25,No,502.0,110.0,4,Good,1,1,10,23,pro,No,0
15,MEXICAN,Female,2ND YR COL,2.2,No,504.0,115.0,5,Good,0,0,4,88,fin,No,1
15,BLACK,Male,12TH GRADE,3.8,No,601.0,167.0,3,Good,0,0,10,39,transp,No,1
17,GERMAN,Female,3RD YR COL,1.2,No,505.0,158.0,5,Good,0,0,16,50,pro,No,0
14,FRENCH,Male,1ST YR COL,4.5,No,510.0,270.0,8,Excellent,2,0,6,53,busi,No,1
18,ENGLISH,Female,4TH YR COL,1.0,No,503.0,148.0,9,Very Good,0,0,6,88,pub,No,0
19,ENGLISH,Female,2ND YR COL,5.0,No,504.0,120.0,3,Very Good,0,0,5,75,pro,No,1
16,ENGLISH,Male,12TH GRADE,4.9,No,507.0,145.0,2,Good,3,1,8,28,manuf,No,1
16,OTHER,Male,12TH GRADE,3.2,No,504.0,130.0,6,Excellent,0,0,5,5,manuf,Yes,1
21,BLACK,Male,11TH GRADE,4.2,No,601.0,185.0,1,Very Good,1,0,3,3,manuf,No,1
15,BLACK,Male,4TH YR COL,3.5,No,510.0,162.0,4,Excellent,0,0,7,17,enter,No,1
20,BLACK,Male,12TH GRADE,1.8,No,601.0,172.0,5,Excellent,1,0,2,8,pro,No,1
21,GERMAN,Female,12TH GRADE,2.0,No,600.0,200.0,2,Fair,0,0,3,35,pro,No,1
14,BLACK,Male,12TH GRADE,0.1377,Yes,505.0,150.0,2,Good,0,0,8,3,retail,No,0
17,GERMAN,Male,8TH GRADE,2.1,No,602.0,270.0,4,Fair,0,1,9,9,busi,No,1
15,GERMAN,Male,8TH GRADE,2.2,No,601.0,160.0,4,Good,0,0,12,7,retail,Yes,1
20,GERMAN,Male,11TH GRADE,2.6,No,510.0,145.0,3,Good,0,0,5,25,manuf,No,1
17,ENGLISH,Female,12TH GRADE,3.5,No,501.0,135.0,3,Excellent,0,0,10,32,retail,No,1
14,IRISH,Male,1ST YR COL,2.2,No,511.0,210.0,4,Poor,0,0,3,48,busi,No,1
17,ENGLISH,Male,1ST YR COL,5.5,No,504.0,120.0,4,Excellent,0,0,8,54,manuf,No,1
15,ENGLISH,Male,12TH GRADE,2.8,No,507.0,125.0,4,Excellent,1,0,10,49,retail,No,1
15,ENGLISH,Female,12TH GRADE,2.2,No,506.0,170.0,4,Very Good,0,0,9,67,pro,No,1
17,ENGLISH,Male,11TH GRADE,2.8,Yes,508.0,180.0,3,Very Good,2,0,10,11,construction,Yes,1
17,ENGLISH,Male,4TH YR COL,7.8,No,602.0,190.0,4,Excellent,1,0,10,89,manuf,No,1
18,GERMAN,Male,12TH GRADE,4.2,No,510.0,160.0,4,Good,5,0,7,54,transp,No,1
22,ENGLISH,Male,5TH YR COL,7.0,No,510.0,165.0,1,Excellent,0,0,5,89,pro,No,1
17,ENGLISH,Female,4TH YR COL,2.8,No,507.0,150.0,1,Very Good,1,0,15,80,enter,No,1
19,ENGLISH,Male,6TH YR COL,4.2,No,508.0,155.0,1,Excellent,0,0,13,92,pub,No,1
19,OTHER,Female,4TH YR COL,3.9,No,503.0,128.0,3,Very Good,2,0,15,53,transp,Yes,1
15,GERMAN,Female,5TH YR COL,4.3,No,504.0,125.0,4,Excellent,0,0,7,70,pub,No,1
16,IRISH,Female,12TH GRADE,0.0,No,508.0,203.0,8,Good,0,0,10,65,pro,No,0
19,ENGLISH,Female,5TH YR COL,3.0,No,508.0,150.0,6,Excellent,0,0,7,51,pro,Yes,1
14,GERMAN,Female,4TH YR COL,1.4,No,504.0,125.0,6,Good,0,0,8,53,personal,No,0
15,GERMAN,Male,2ND YR COL,3.3,No,508.0,171.0,5,Very Good,3,0,5,69,retail,No,1
18,ENGLISH,Male,12TH GRADE,2.8,Yes,510.0,145.0,3,Good,1,0,9,74,manuf,Yes,1
18,ENGLISH,Female,4TH YR COL,3.6,No,507.0,125.0,3,Very Good,0,0,10,86,manuf,No,1
16,BLACK,Male,4TH YR COL,6.6,No,505.0,164.0,3,Very Good,2,0,12,74,manuf,No,1
15,BLACK,Male,4TH YR COL,1.9,No,508.0,178.0,3,Good,0,0,14,53,pub,Yes,1
17,BLACK,Male,12TH GRADE,2.6,No,509.0,165.0,9,Fair,0,0,11,4,pro,No,1
17,BLACK,Female,12TH GRADE,1.2,No,503.0,160.0,3,Good,0,0,8,41,fin,Yes,0
19,IRISH,Male,12TH GRADE,5.1,No,511.0,260.0,5,Good,1,0,2,25,manuf,No,1
16,IRISH,Male,12TH GRADE,0.6,No,509.0,215.0,5,Excellent,1,0,6,45,retail,No,0
15,IRISH,Male,6TH YR COL,3.24,No,510.0,175.0,5,Very Good,0,0,6,73,transp,No,1
17,ENGLISH,Male,12TH GRADE,3.4,No,510.0,160.0,5,Very Good,0,0,6,72,busi,No,1
16,IRISH,Female,1ST YR COL,2.2,No,505.0,109.0,5,Very Good,0,0,7,27,pro,No,1
22,GERMAN,Male,12TH GRADE,3.0,No,507.0,165.0,3,Excellent,1,0,4,25,manuf,No,1
18,IRISH,Male,9TH GRADE,0.5,No,507.0,125.0,3,Fair,0,0,13,12,retail,No,0
18,IRISH,Male,12TH GRADE,0.0,No,508.0,130.0,3,Fair,1,1,12,29,busi,No,0
20,FRENCH,Female,1ST YR COL,4.6,No,511.0,165.0,1,Good,0,0,1,52,manuf,Yes,1
21,ENGLISH,Female,12TH GRADE,1.3,No,502.0,103.0,7,Very Good,0,0,3,27,pro,No,0
17,ENGLISH,Male,2ND YR COL,4.1,Yes,602.0,230.0,3,Excellent,0,0,3,31,retail,No,1
19,NATIVE-AMERICAN,Female,12TH GRADE,0.1,No,503.0,115.0,1,Good,0,0,9,8,personal,No,0
17,ENGLISH,Male,12TH GRADE,2.8,No,601.0,245.0,3,Fair,0,0,4,34,manuf,No,1
19,FRENCH,Female,12TH GRADE,2.5,No,503.0,125.0,4,Excellent,0,0,5,81,pro,Yes,1
14,NATIVE-AMERICAN,Male,11TH GRADE,1.78,No,505.0,195.0,5,Good,4,0,8,18,wholesale,No,1
18,ENGLISH,Male,12TH GRADE,2.3,No,507.0,150.0,5,Good,0,0,6,16,manuf,No,1
20,NATIVE-AMERICAN,Male,12TH GRADE,2.8,No,508.0,157.0,6,Very Good,0,0,10,9,manuf,No,1
18,FRENCH,Female,12TH GRADE,1.9,Yes,501.0,135.0,6,Very Good,0,0,9,32,retail,No,1
16,INDIAN,Female,12TH GRADE,0.9,No,502.0,103.0,6,Excellent,0,0,9,19,retail,No,0
20,FRENCH,Male,11TH GRADE,5.3,No,601.0,236.0,5,Good,1,1,4,48,manuf,No,1
16,FRENCH,Female,12TH GRADE,1.7,No,502.0,140.0,5,Excellent,0,0,12,27,manuf,Yes,0
17,ENGLISH,Female,3RD YR COL,2.4167,No,507.0,141.0,4,Very Good,0,0,19,77,manuf,No,1
15,ENGLISH,Male,4TH YR COL,4.85,No,508.0,160.0,3,Excellent,3,0,15,96,pro,No,1
14,FRENCH,Male,12TH GRADE,2.4,No,507.0,145.0,6,Very Good,1,0,11,11,manuf,No,1
20,GERMAN,Male,12TH GRADE,13.8775,No,508.0,155.0,3,Excellent,1,0,9,66,manuf,No,1
18,ENGLISH,Male,3RD YR COL,5.0,No,511.0,180.0,3,Excellent,4,0,11,58,agri,Yes,1
21,ENGLISH,Male,12TH GRADE,6.0,No,510.0,180.0,1,Good,0,0,7,55,manuf,No,1
19,ENGLISH,Male,12TH GRADE,13.8775,No,510.0,180.0,5,Very Good,0,0,4,48,transp,No,1
15,ENGLISH,Female,1ST YR COL,0.0,No,507.0,135.0,5,Good,1,0,2,18,pro,No,0
20,ENGLISH,Female,12TH GRADE,0.8,No,505.0,135.0,3,Very Good,0,0,4,35,manuf,No,0
16,ENGLISH,Female,12TH GRADE,2.07,Yes,503.0,130.0,2,Very Good,0,0,15,85,transp,Yes,1
14,FRENCH,Male,12TH GRADE,0.0,No,510.0,135.0,5,Very Good,4,0,10,31,pro,No,0
20,GREEK,Male,4TH YR COL,6.2,No,601.0,195.0,4,Good,1,0,7,80,manuf,Yes,1
19,BLACK,Female,2ND YR COL,2.799,No,506.0,142.0,4,Good,0,0,5,2,pro,No,1
17,ENGLISH,Female,12TH GRADE,1.5,No,504.0,152.0,4,Very Good,2,0,5,68,retail,No,0
18,FILIPINO,Female,1ST YR COL,1.7,Yes,509.0,125.0,4,Very Good,0,0,11,30,agri,No,0
15,ENGLISH,Male,4TH YR COL,5.0236,No,507.0,160.0,4,Good,0,0,7,22,pro,No,1
21,FRENCH,Female,7TH YR COL,7.2,No,508.0,120.0,1,Excellent,0,0,12,84,retail,Yes,1
20,BLACK,Male,12TH GRADE,4.4,No,511.0,155.0,3,Very Good,0,0,3,25,manuf,No,1
17,MEXICAN-AMERICAN,Female,12TH GRADE,4.4,No,503.0,150.0,10,Fair,0,0,4,46,manuf,Yes,1
15,MEXICAN-AMERICAN,Female,12TH GRADE,1.7,No,503.0,145.0,10,Very Good,0,0,10,15,pro,No,0
18,BLACK,Female,12TH GRADE,0.25,No,508.0,185.0,10,Very Good,0,0,5,15,personal,No,0
18,MEXICAN-AMERICAN,Male,12TH GRADE,3.2,No,507.0,165.0,8,Very Good,0,0,9,39,transp,No,1
16,MEXICAN-AMERICAN,Male,12TH GRADE,2.4,No,510.0,155.0,8,Very Good,0,0,11,33,agri,No,1
17,OTHER,Female,12TH GRADE,0.09,No,503.0,105.0,2,Very Good,0,0,4,66,pro,No,0
19,POLISH,Male,12TH GRADE,3.8,No,601.0,180.0,2,Fair,0,0,6,54,retail,No,1
18,POLISH,Male,1ST YR COL,0.75,No,506.0,123.0,3,Very Good,1,0,10,48,pro,No,0
17,OTHER,Male,5TH YR COL,4.35,No,508.0,147.0,5,Very Good,0,0,2,97,manuf,No,1
16,OTHER,Male,4TH YR COL,5.3,No,602.0,180.0,5,Excellent,0,0,4,75,construction,No,1
14,OTHER,Male,4TH YR COL,3.8,No,510.0,155.0,5,Very Good,0,0,5,76,manuf,No,1
14,POLISH,Female,2ND YR COL,1.5,Yes,509.0,125.0,4,Good,0,0,7,46,retail,No,0
19,ENGLISH,Female,12TH GRADE,0.0,No,503.0,207.0,7,Poor,0,0,6,35,personal,No,0
15,GERMAN,Female,12TH GRADE,0.4,No,502.0,135.0,5,Good,0,0,8,14,retail,No,0
18,GERMAN,Male,4TH YR COL,5.9,No,507.0,180.0,4,Excellent,0,0,11,91,manuf,No,1
15,GERMAN,Male,12TH GRADE,4.2,No,601.0,170.0,7,Excellent,3,0,10,29,busi,Yes,1
18,IRISH,Male,1ST YR COL,3.0,No,510.0,165.0,4,Very Good,3,0,3,32,pro,No,1
17,GERMAN,Male,12TH GRADE,3.5,No,600.0,160.0,7,Excellent,1,0,4,22,transp,Yes,1
16,ENGLISH,Female,12TH GRADE,3.2,No,508.0,124.0,6,Very Good,0,0,8,76,pro,No,1
15,ENGLISH,Female,12TH GRADE,1.2,No,509.0,155.0,6,Good,0,0,8,28,pro,No,0
17,IRISH,Male,12TH GRADE,3.96,No,510.0,145.0,6,Good,3,0,8,13,manuf,No,1
16,IRISH,Male,4TH YR COL,6.0,No,603.0,210.0,6,Very Good,0,0,8,71,construction,No,1
18,GERMAN,Female,4TH YR COL,5.837,No,501.0,105.0,5,Very Good,1,0,6,89,manuf,Yes,1
20,OTHER,Female,3RD YR COL,0.0,No,504.0,170.0,4,Very Good,0,0,3,67,fin,No,0
19,POLISH,Male,8TH YR COL OR MORE,2.5,No,600.0,165.0,3,Good,0,0,9,92,agri,No,1
19,OTHER,Male,12TH GRADE,1.4,No,509.0,160.0,4,Very Good,0,0,6,70,construction,No,0
21,POLISH,Female,4TH YR COL,0.0,No,504.0,105.0,3,Good,0,0,9,39,manuf,No,0
14,NATIVE-AMERICAN,Male,4TH YR COL,5.5,No,603.0,200.0,3,Very Good,4,0,11,66,manuf,No,1
21,OTHER,Male,1ST YR COL,6.3,No,507.0,164.0,4,Fair,0,0,3,29,fin,No,1
18,SCOTTISH,Female,4TH YR COL,4.2,No,501.0,98.0,3,Excellent,1,0,16,45,pro,No,1
21,IRISH,Female,6TH YR COL,3.3,No,505.0,115.0,4,Excellent,1,0,10,99,pro,No,1
21,ENGLISH,Male,5TH YR COL,5.0,No,510.0,175.0,5,Very Good,3,0,5,89,manuf,No,1
19,ENGLISH,Male,4TH YR COL,5.0,No,510.0,165.0,3,Excellent,0,0,7,89,construction,Yes,1
17,ENGLISH,Female,2ND YR COL,0.0,No,507.0,135.0,3,Good,0,0,8,16,pro,No,0
18,BLACK,Female,12TH GRADE,0.9,No,501.0,155.0,9,Excellent,0,0,3,30,retail,No,0
16,BLACK,Male,12TH GRADE,1.4,No,509.0,180.0,10,Very Good,0,0,7,28,busi,No,0
18,OTHER-HISPANIC,Female,12TH GRADE,1.0,Yes,500.0,95.0,1,Very Good,0,0,12,35,agri,No,0
14,MEXICAN-AMERICAN,Male,12TH GRADE,0.0,No,507.0,180.0,4,Good,0,0,14,6,busi,No,0
19,BLACK,Female,3RD YR COL,1.2,No,504.0,118.0,4,Excellent,0,0,16,7,fin,No,0
19,FRENCH,Female,11TH GRADE,1.5,Yes,509.0,190.0,4,Fair,0,0,7,19,retail,No,0
16,GERMAN,Female,12TH GRADE,0.0,No,500.0,105.0,6,Excellent,0,0,10,32,manuf,No,0
20,BLACK,Male,4TH YR COL,3.0,No,508.0,155.0,5,Very Good,0,0,5,31,construction,No,1
18,AMERICAN,Female,12TH GRADE,2.1243,No,502.0,160.0,5,Good,0,0,6,35,pro,No,1
17,ENGLISH,Male,1ST YR COL,5.0,No,508.0,150.0,5,Very Good,0,0,9,84,manuf,No,1
19,GERMAN,Male,12TH GRADE,3.2511,No,600.0,150.0,2,Good,0,0,7,61,manuf,No,1
16,FRENCH,Female,12TH GRADE,0.0,No,503.0,140.0,5,Excellent,0,0,9,44,personal,No,0
20,IRISH,Female,12TH GRADE,0.1,No,504.0,100.0,7,Excellent,0,0,5,75,mining,No,0
18,IRISH,Female,1ST YR COL,0.28,No,505.0,125.0,7,Excellent,0,0,13,79,personal,No,0
18,IRISH,Male,12TH GRADE,3.9,No,511.0,190.0,3,Excellent,0,0,13,27,wholesale,Yes,1
17,OTHER,Male,12TH GRADE,1.8,No,508.0,145.0,3,Excellent,1,0,14,68,construction,No,1
16,OTHER,Female,12TH GRADE,3.2,No,502.0,140.0,4,Fair,0,0,4,43,pro,No,1
20,GERMAN,Female,11TH GRADE,1.7,No,501.0,120.0,3,Very Good,0,0,6,52,retail,No,0
19,GERMAN,Male,12TH GRADE,5.6,No,600.0,175.0,5,Excellent,0,0,6,35,manuf,No,1
19,ENGLISH,Male,12TH GRADE,2.89,No,511.0,235.0,3,Very Good,0,0,4,64,manuf,No,1
18,GERMAN,Male,2ND YR COL,2.3,No,511.0,180.0,6,Very Good,0,0,13,90,pro,No,1
14,FRENCH,Male,10TH GRADE,2.3,No,510.0,180.0,8,Good,0,1,13,56,wholesale,No,1
18,GERMAN,Male,3RD YR COL,13.8775,No,511.0,180.0,7,Very Good,0,0,10,80,manuf,No,1
21,NATIVE-AMERICAN,Female,12TH GRADE,2.5,No,507.0,125.0,1,Excellent,0,0,8,33,pro,No,1
14,GERMAN,Female,12TH GRADE,13.8775,No,503.0,115.0,4,Excellent,0,0,12,58,busi,No,1
14,ENGLISH,Female,4TH YR COL,2.8,No,504.0,120.0,4,Excellent,0,0,12,61,pro,No,1
18,ENGLISH,Male,4TH YR COL,6.0,No,510.0,160.0,5,Very Good,1,0,11,80,retail,No,1
16,ENGLISH,Male,4TH YR COL,3.0,No,511.0,162.0,5,Very Good,0,0,10,56,manuf,Yes,1
14,ENGLISH,Female,3RD YR COL,3.85,No,503.0,130.0,5,Very Good,0,0,7,56,retail,Yes,1
20,GERMAN,Female,6TH YR COL,4.0385,No,508.0,120.0,3,Good,0,0,13,97,pro,No,1
17,FRENCH,Male,3RD YR COL,2.1,No,507.0,150.0,2,Excellent,0,0,10,85,retail,No,1
18,IRISH,Female,5TH YR COL,4.4722,No,507.0,118.0,4,Very Good,0,0,14,89,pub,No,1
18,IRISH,Female,4TH YR COL,0.65,No,503.0,140.0,4,Very Good,0,0,6,51,pro,No,0
20,IRISH,Male,12TH GRADE,4.3,No,601.0,175.0,2,Very Good,0,0,2,29,retail,Yes,1
20,ENGLISH,Male,7TH YR COL,13.8775,No,601.0,180.0,5,Excellent,1,0,7,90,pro,No,1
18,GERMAN,Male,12TH GRADE,4.8,No,509.0,145.0,1,Very Good,0,0,11,53,wholesale,No,1
16,IRISH,Female,12TH GRADE,1.2,No,503.0,127.0,5,Fair,1,1,13,45,retail,No,0
19,GERMAN,Female,12TH GRADE,0.15,No,503.0,113.0,3,Very Good,0,0,5,41,retail,No,0
17,ENGLISH,Female,4TH YR COL,2.9,No,504.0,145.0,6,Very Good,0,0,16,99,enter,No,1
15,ENGLISH,Female,2ND YR COL,0.0,No,504.0,150.0,5,Fair,0,0,18,84,pro,No,0
14,ENGLISH,Female,4TH YR COL,1.5,No,504.0,110.0,5,Very Good,0,0,14,74,pro,No,0
21,ENGLISH,Male,3RD YR COL,3.5,No,510.0,180.0,5,Good,0,1,9,86,construction,No,1
18,ENGLISH,Male,6TH YR COL,2.08,No,511.0,176.0,5,Excellent,0,0,14,95,pro,Yes,1
17,ENGLISH,Male,4TH YR COL,0.4,No,600.0,160.0,5,Very Good,1,0,13,73,busi,No,0
15,ENGLISH,Female,3RD YR COL,2.2,No,502.0,102.0,5,Very Good,0,0,14,48,personal,No,1
21,GERMAN,Female,4TH YR COL,2.0,No,504.0,129.0,4,Very Good,0,0,13,94,pro,No,1
15,GERMAN,Male,4TH YR COL,3.0,No,602.0,215.0,4,Excellent,0,0,8,86,manuf,No,1
17,GERMAN,Female,12TH GRADE,4.2,Yes,508.0,125.0,7,Very Good,0,0,9,73,pub,No,1
14,GERMAN,Female,1ST YR COL,3.0,Yes,506.0,135.0,7,Very Good,0,0,9,88,fin,Yes,1
19,ENGLISH,Male,4TH YR COL,3.15,No,510.0,175.0,3,Excellent,0,0,7,88,manuf,No,1
20,FRENCH,Male,12TH GRADE,0.0,Yes,602.0,190.0,4,Fair,1,1,18,29,construction,No,0
15,FRENCH,Female,12TH GRADE,1.3,Yes,505.0,130.0,4,Fair,1,1,13,40,manuf,Yes,0
16,GERMAN,Male,4TH YR COL,5.6,No,509.0,150.0,6,Excellent,0,0,7,87,manuf,Yes,1
14,GERMAN,Male,12TH GRADE,2.7,No,600.0,210.0,6,Good,2,0,12,7,manuf,No,1
18,GERMAN,Male,12TH GRADE,5.5,No,604.0,235.0,7,Good,2,0,4,54,manuf,No,1
17,ENGLISH,Female,12TH GRADE,3.2,No,503.0,140.0,7,Excellent,0,0,8,27,pro,No,1
17,ENGLISH,Male,4TH YR COL,13.8775,No,600.0,180.0,5,Very Good,0,0,7,76,fin,Yes,1
21,OTHER,Male,4TH YR COL,8.0,No,510.0,175.0,4,Excellent,0,0,3,87,manuf,Yes,1
18,ENGLISH,Female,3RD YR COL,2.95,No,505.0,125.0,7,Good,0,0,11,44,pro,No,1
14,GERMAN,Male,12TH GRADE,1.8,No,600.0,180.0,5,Good,0,0,2,56,busi,No,1
19,ENGLISH,Female,12TH GRADE,2.4,No,504.0,127.0,3,Good,0,0,6,24,pro,No,1
20,ENGLISH,Female,12TH GRADE,0.0,No,504.0,143.0,8,Good,0,0,5,40,retail,No,0
17,FRENCH,Female,2ND YR COL,2.46,No,502.0,110.0,8,Excellent,0,0,6,54,pro,No,1
16,FRENCH,Male,2ND YR COL,4.2,Yes,505.0,131.0,8,Excellent,0,0,9,73,construction,Yes,1
15,FRENCH,Male,12TH GRADE,2.1,No,507.0,145.0,8,Very Good,0,0,7,23,manuf,No,1
20,ENGLISH,Male,1ST YR COL,2.3,No,602.0,200.0,3,Very Good,0,0,2,53,manuf,No,1
17,GERMAN,Female,12TH GRADE,2.6,No,509.0,145.0,2,Excellent,0,0,4,51,personal,Yes,1
19,IRISH,Male,5TH YR COL,3.0,No,508.0,140.0,2,Very Good,0,0,4,99,pro,No,1
20,POLISH,Male,4TH YR COL,3.2,No,509.0,170.0,4,Very Good,0,0,4,52,pro,No,1
21,GERMAN,Male,1ST YR COL,5.6,No,511.0,170.0,1,Good,0,0,2,86,busi,No,1
16,GERMAN,Female,12TH GRADE,3.9,No,503.0,114.0,4,Very Good,0,0,11,53,pro,No,1
15,GERMAN,Female,12TH GRADE,5.6,No,503.0,122.0,4,Excellent,0,0,5,84,manuf,No,1
15,IRISH,Male,12TH GRADE,7.0,No,508.0,155.0,6,Good,0,0,5,39,construction,No,1
15,GERMAN,Female,12TH GRADE,2.46,No,504.0,112.0,6,Very Good,0,0,6,52,construction,No,1
20,IRISH,Female,12TH GRADE,1.3,Yes,502.0,108.0,3,Very Good,0,0,8,73,retail,No,0
18,GERMAN,Female,4TH YR COL,1.3,Yes,509.0,165.0,2,Very Good,0,0,15,78,personal,Yes,0
20,AMERICAN,Male,12TH GRADE,3.5,No,601.0,175.0,5,Very Good,5,0,2,54,manuf,No,1
15,GERMAN,Male,1ST YR COL,2.2,No,601.0,165.0,5,Good,2,0,4,38,manuf,No,1
19,GERMAN,Male,12TH GRADE,6.0,No,602.0,185.0,3,Very Good,0,0,2,45,agri,No,1
19,FRENCH,Male,2ND YR COL,3.6,No,603.0,180.0,6,Excellent,1,0,13,95,wholesale,No,1
18,GERMAN,Male,3RD YR COL,13.8775,Yes,600.0,170.0,6,Excellent,0,0,11,87,wholesale,No,1
16,FRENCH,Male,4TH YR COL,6.0,No,511.0,193.0,6,Very Good,1,0,8,84,manuf,No,1
17,GERMAN,Female,12TH GRADE,2.5,No,502.0,112.0,6,Excellent,0,0,7,62,pro,Yes,1
16,GERMAN,Female,12TH GRADE,5.0,No,507.0,128.0,6,Very Good,1,0,9,48,agri,No,1
14,GERMAN,Female,12TH GRADE,2.7,No,506.0,105.0,6,Excellent,0,0,14,20,manuf,No,1
17,FRENCH,Female,12TH GRADE,1.7,No,504.0,133.0,7,Very Good,0,0,4,16,retail,No,0
16,ENGLISH,Female,12TH GRADE,3.2,No,500.0,99.0,7,Very Good,0,0,10,12,busi,No,1
18,GERMAN,Male,12TH GRADE,5.5,No,509.0,195.0,3,Very Good,0,0,4,43,construction,No,1
20,GERMAN,Female,12TH GRADE,2.25,No,506.0,138.0,7,Very Good,0,0,19,52,fin,No,1
17,GERMAN,Female,12TH GRADE,1.8,No,507.0,121.0,7,Good,0,0,13,50,fin,Yes,1
15,GERMAN,Female,12TH GRADE,1.7,No,504.0,118.0,7,Very Good,0,0,10,46,retail,No,0
16,OTHER,Male,12TH GRADE,2.6,No,510.0,170.0,4,Very Good,1,0,14,61,manuf,Yes,1
18,GERMAN,Female,6TH YR COL,3.7,No,509.0,127.0,5,Very Good,0,0,9,69,pro,No,1
21,GERMAN,Female,4TH YR COL,3.0,Yes,511.0,130.0,5,Very Good,0,1,15,81,pro,No,1
15,GERMAN,Male,12TH GRADE,3.2,No,603.0,180.0,5,Very Good,1,0,3,76,manuf,No,1
20,FRENCH,Female,4TH YR COL,2.0,No,501.0,111.0,7,Excellent,0,0,5,26,pro,No,1
20,GERMAN,Male,12TH GRADE,2.0,No,602.0,225.0,6,Very Good,1,1,1,43,construction,No,1
18,GERMAN,Female,12TH GRADE,0.4888,No,506.0,140.0,6,Very Good,0,0,1,22,fin,No,0
