N,TREE,BR,TL,IN,INTERNODE_1,INTERNODE_2,INTERNODE_3,INTERNODE_4,INTERNODE_5,INTERNODE_6,INTERNODE_7,INTERNODE_8,INTERNODE_9,INTERNODE_10,INTERNODE_11,INTERNODE_12,INTERNODE_13,INTERNODE_14,INTERNODE_15,INTERNODE_16,INTERNODE_17,INTERNODE_18,INTERNODE_19,INTERNODE_20,INTERNODE_21,INTERNODE_22,INTERNODE_23,INTERNODE_24,INTERNODE_25,INTERNODE_26,INTERNODE_27,INTERNODE_28,INTERNODE_29,binaryClass
865.0,M25,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
866.0,M25,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
867.0,M25,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
868.0,M25,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
869.0,M25,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
870.0,M25,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
871.0,M25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
872.0,M25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
873.0,M25,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
874.0,M25,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
875.0,M25,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
876.0,M25,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
877.0,M25,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
878.0,M25,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
879.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
880.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
881.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
882.0,Q17,A,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
883.0,Q17,A,1.0,4,0.2,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
884.0,Q17,B,2.0,5,0.2,0.8,0.8,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
885.0,Q17,B,2.0,4,0.3,0.8,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,P
886.0,Q17,B,3.0,5,0.3,0.6,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
887.0,Q17,B,2.0,4,0.2,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
888.0,Q17,B,3.0,5,0.2,0.6,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
889.0,Q17,B,2.5,5,0.2,0.7,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
890.0,Q17,C,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
891.0,Q17,C,1.0,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
892.0,Q17,C,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
893.0,Q17,H,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
894.0,Q17,H,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
895.0,Q17,A,1.0,3,0.2,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
896.0,Q17,A,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
897.0,Q17,G,2.0,4,0.2,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
898.0,Q17,G,3.0,5,0.3,1.0,1.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
899.0,Q17,G,1.0,4,0.2,0.6,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
900.0,Q17,G,3.0,5,0.3,0.8,1.1,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
901.0,Q17,A,1.0,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
902.0,Q17,H,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
903.0,Q17,H,2.0,4,0.2,0.6,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
904.0,Q17,H,2.0,4,0.2,0.7,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
905.0,Q17,H,2.0,4,0.2,0.8,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
906.0,Q17,H,1.0,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
907.0,Q17,A,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
908.0,Q17,A,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
909.0,Q17,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
910.0,Q17,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
911.0,Q17,F,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
912.0,Q17,F,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
913.0,Q17,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
914.0,Q17,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
915.0,Q17,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
916.0,Q17,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
917.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
918.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
919.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
920.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
921.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
922.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
923.0,Q17,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
924.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
925.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
926.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
927.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
928.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
929.0,Q17,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
930.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
931.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
932.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
933.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
934.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
935.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
936.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
937.0,Q17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
938.0,Q17,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
939.0,Q17,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
940.0,Q17,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
941.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
942.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
943.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
944.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
945.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
946.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
947.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
948.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
949.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
950.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
951.0,Q17,H,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
952.0,Q17,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
953.0,Q17,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
954.0,Q17,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
955.0,Q17,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
956.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
957.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
958.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
959.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
960.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
961.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
962.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
963.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
964.0,Q17,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
965.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
966.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
967.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
968.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
969.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
970.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
971.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
972.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
973.0,Q17,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
974.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
975.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
976.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
977.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
978.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
979.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
980.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
981.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
982.0,Q17,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
983.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
984.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
985.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
986.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
987.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
988.0,Q17,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
989.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
990.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
991.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
992.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
993.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
994.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
995.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
996.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
997.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
998.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
999.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1000.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1001.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1002.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1003.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1004.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1005.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1006.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1007.0,Q17,H,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1008.0,M10,A,129.0,18,1.5,3.2,6.0,7.3,9.6,10.5,10.0,9.1,9.4,9.5,10.2,13.1,10.8,8.4,5.8,3.5,0.5,0.2,,,,,,,,,,,,P
1009.0,M10,B,71.0,20,0.3,1.5,2.0,2.5,2.6,3.1,4.2,4.6,4.7,5.0,6.0,7.0,7.4,6.0,5.0,3.2,3.2,1.8,0.6,0.3,,,,,,,,,,P
1010.0,M10,C,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1011.0,M10,D,2.0,6,0.2,0.6,0.6,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1012.0,M10,D,2.0,5,0.2,0.7,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1013.0,M10,D,3.0,6,0.2,0.7,0.6,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1014.0,M10,D,1.0,4,0.3,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1015.0,M10,D,2.0,6,0.3,0.3,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1016.0,M10,D,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1017.0,M10,D,2.0,4,0.3,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1018.0,M10,D,5.0,7,0.2,0.8,0.8,1.1,0.9,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,P
1019.0,M10,E,44.0,16,0.5,1.8,3.1,2.5,2.4,2.6,2.9,2.5,2.6,2.5,3.6,4.6,5.3,5.1,1.8,0.5,,,,,,,,,,,,,,P
1020.0,M10,E,4.0,5,0.3,0.8,1.2,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,P
1021.0,M10,E,2.0,5,0.2,0.5,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1022.0,M10,C,1.0,3,0.2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1023.0,M10,C,1.0,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1024.0,M10,C,1.0,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1025.0,M10,F,1.5,4,0.2,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1026.0,M10,F,1.0,4,0.2,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1027.0,M10,F,2.0,5,0.2,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1028.0,M10,F,2.0,4,0.2,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1029.0,M10,G,6.0,7,0.2,0.5,1.6,1.2,1.2,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,P
1030.0,M10,C,1.0,3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1031.0,M10,D,1.0,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1032.0,M10,C,2.0,4,0.2,0.5,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1033.0,M10,C,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1034.0,M10,D,2.0,4,0.2,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1035.0,M10,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1036.0,M10,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1037.0,M10,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1038.0,M10,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1039.0,M10,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1040.0,M10,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1041.0,M10,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1042.0,M10,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1043.0,M10,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1044.0,M10,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1045.0,M10,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1046.0,M10,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1047.0,M10,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1048.0,M10,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1049.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1050.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1051.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1052.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1053.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1054.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1055.0,M10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1056.0,M10,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1057.0,M10,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1058.0,M10,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1059.0,M10,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1060.0,M10,C,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1061.0,M10,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1062.0,M10,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1063.0,M10,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1064.0,M10,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1065.0,M10,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1066.0,M10,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1067.0,M10,G,1.0,3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1068.0,M10,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1069.0,M10,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1070.0,Q25,C,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1071.0,Q25,A,1.0,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1072.0,Q25,C,1.5,4,0.2,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1073.0,Q25,B,1.0,3,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1074.0,Q25,D,2.0,4,0.3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1075.0,Q25,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1076.0,Q25,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1077.0,Q25,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1078.0,Q25,D,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1079.0,Q25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1080.0,Q25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1081.0,Q25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1082.0,Q25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1083.0,Q25,E,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1084.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1085.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1086.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1087.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1088.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1089.0,Q25,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1090.0,Q25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1091.0,Q25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1092.0,Q25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1093.0,Q25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1094.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1095.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1096.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1097.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1098.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1099.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1100.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1101.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1102.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1103.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1104.0,Q25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1105.0,Q25,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1106.0,Q25,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1107.0,Q25,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1108.0,Q25,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
