Actual Time,Age,Community Building,Community Membership_Family,Community Membership_Hobbies,Community Membership_None,Community Membership_Other,Community Membership_Political,Community Membership_Professional,Community Membership_Religious,Community Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not Impaired,Disability_Not Say,Disability_Vision,Education Attainment,Falsification of Information,Gender,Household Income,How You Heard About Survey_Banner,How You Heard About Survey_Friend,How You Heard About Survey_Mailing List,How You Heard About Survey_Others,How You Heard About Survey_Printed Media,How You Heard About Survey_Remebered,How You Heard About Survey_Search Engine,How You Heard About Survey_Usenet News,How You Heard About Survey_WWW Page,Major Geographical Location,Major Occupation,Marital Status,Most Import Issue Facing the Internet,Opinions on Censorship,Primary Computing Platform,Primary Language,Primary Place of WWW Access,Race,Not Purchasing_Bad experience,Not Purchasing_Bad press,Not Purchasing_Cant find,Not Purchasing_Company policy,Not Purchasing_Easier locally,Not Purchasing_Enough info,Not Purchasing_Judge quality,Not Purchasing_Never tried,Not Purchasing_No credit,Not Purchasing_Not applicable,Not Purchasing_Not option,Not Purchasing_Other,Not Purchasing_Prefer people,Not Purchasing_Privacy,Not Purchasing_Receipt,Not Purchasing_Security,Not Purchasing_Too complicated,Not Purchasing_Uncomfortable,Not Purchasing_Unfamiliar vendor,Registered to Vote,Sexual Preference,Web Ordering,Web Page Creation,Who Pays for Access_Don't Know,Who Pays for Access_Other,Who Pays for Access_Parents,Who Pays for Access_School,Who Pays for Access_Self,target
Other,47.0,Equally,1,0,0,1,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,nan,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Other,Divorced,Navigation,3,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,43.0,Equally,0,0,1,0,0,0,0,0,Nevada,0,0,0,1,0,0,Some College,Under 25,Male,Not Say,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Unix,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1
College Student,20.0,Dont Know,1,0,0,0,0,1,1,0,Michigan,0,0,0,0,0,1,Some College,Under 25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Language,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,0,0
Salesperson,44.0,Less,0,0,0,1,0,1,0,0,Illinois,0,0,0,1,0,0,College,51-75,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,Win95,English,Primarily work,White,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,1,0,0,1,1
Programmer,38.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Under 25,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,4,nan,English,Primarily home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,26.0,More,0,1,0,1,0,1,0,0,Texas,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,1,0,USA,Education,Single,Other,1,Macintosh,English,Primarily home,White,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
CEO,49.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,Over $100,0,0,0,1,0,0,0,0,0,USA,Management,Single,Taxes,4,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,Yes,Bisexual,No,No,0,0,0,0,1,1
Other,38.0,More,0,0,0,0,0,1,0,0,Alberta,0,0,0,1,0,0,College,Under 25,Male,$20-29,0,0,1,0,0,0,0,0,0,Canada,Computer,Married,Privacy,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1
IS,50.0,More,1,1,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,1,Macintosh,English,Primarily home,White,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,49.0,More,0,0,0,0,0,1,0,1,Australia,0,0,0,1,0,0,Special,Never,Female,$50-74,0,1,0,0,0,0,0,0,0,Oceania,Computer,Other,Privacy,3,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Lesbian,Yes,Yes,0,0,0,0,0,1
Programmer,37.0,Dont Know,0,0,1,0,0,0,0,0,New York,0,0,0,1,0,0,College,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,3,NT,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0
Other,22.0,Equally,0,0,0,0,0,1,0,1,United Kingdom,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,1,0,0,0,0,0,0,Europe,Computer,Single,Other,4,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Homemaker,5.0,Dont Know,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,nan,Female,Under $10,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Navigation,4,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Nurse,34.0,More,0,0,0,0,0,1,0,0,Kentucky,0,0,0,1,0,0,Masters,Over 75,Female,Over $100,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Navigation,1,Win95,american,Primarily work,Other,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Administrator/Secretary,42.0,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,High School,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Privacy,1,nan,English,Primarily home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Physician,57.0,More,1,0,0,0,0,1,0,1,Washington D.C.,0,0,0,1,0,0,Professional,Not Say,Male,$40-49,0,0,0,0,0,0,1,0,0,USA,Professional,Divorced,Privacy,4,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Say,Transgender,No,No,0,0,0,0,1,0
Programmer,27.0,More,0,1,0,0,0,0,0,0,Wyoming,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,1,0,0,0,USA,Computer,Married,Dont Know,2,Windows,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Programmer,30.0,More,0,1,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,College,Under 25,Male,$30-39,0,0,0,0,0,0,0,0,1,Canada,Computer,Single,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,1
Retired,68.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,26-50,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,23.0,More,1,0,0,0,1,1,0,1,South Dakota,0,0,0,1,0,0,Some College,Never,Male,$10-19,1,0,0,0,0,0,0,0,0,USA,Education,Single,Other,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay male,Yes,Yes,0,0,0,0,1,0
CEO,41.0,More,0,0,0,1,0,0,0,0,Alberta,0,0,0,1,0,0,Special,Never,Female,$20-29,0,1,0,0,0,0,0,0,0,Canada,Management,Married,Other,1,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
IS,25.0,Less,1,1,0,0,0,0,0,0,Missouri,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,Win95,English,Primarily home,White,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,33.0,Equally,1,1,0,0,0,0,0,0,Arizona,0,0,0,1,0,0,High School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,nan,English,Primarily home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Educator,43.0,Dont Know,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,Doctoral,Never,Male,Not Say,0,1,0,0,0,0,0,0,0,USA,Education,Married,Privacy,4,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,45.0,More,1,1,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Some College,nan,Male,$50-74,0,0,0,1,0,0,0,0,1,USA,Professional,Divorced,Privacy,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Manager,18.0,Equally,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,High School,Never,Female,Over $100,0,0,0,1,0,0,0,0,1,USA,Management,Single,Navigation,3,Win95,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,No,Heterosexual,Yes,No,0,0,1,0,0,0
Other,25.0,More,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Masters,Under 25,Male,$40-49,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Navigation,1,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Broadcast/Media Professional,42.0,More,0,1,0,0,0,1,0,0,Connecticut,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,nan,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Service Industry Occupation,52.0,Dont Know,0,0,0,0,0,1,0,0,New Hampshire,0,0,0,1,0,0,High School,Never,Male,$50-74,0,0,0,0,0,0,0,1,1,USA,Other,Married,Don't Know,3,nan,English,Primarily work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
Other,34.0,Dont Know,0,0,0,0,0,1,0,0,Texas,0,1,0,0,0,0,Some College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Navigation,3,nan,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,Not Applicable,Heterosexual,Yes,No,0,0,0,0,1,0
K-12 Student,15.0,More,0,0,1,0,0,0,0,0,Saskatchewan,0,0,0,1,0,0,Grammar,Over 75,Female,$75-99,0,0,0,0,0,0,1,0,0,Canada,Education,Single,Privacy,2,Win95,English,Primarily home,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not Applicable,Heterosexual,Dont know,Yes,0,0,1,0,0,0
Technician,53.0,Equally,0,0,1,0,0,0,0,0,South Carolina,0,0,0,1,0,0,Some College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,Win95,English,Primarily home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Homemaker,51.0,More,1,1,0,0,0,0,0,1,New York,0,0,0,1,0,0,High School,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont Know,4,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
College Student,24.0,Dont Know,0,0,0,0,0,1,0,0,Ontario,0,1,0,0,0,0,College,Under 25,Male,Under $10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Other,2,Win95,English,Primarily home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,1,0
Engineer,49.0,Dont Know,0,0,1,0,0,0,0,0,Delaware,0,0,0,1,0,0,Doctoral,Never,Male,Over $100,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Navigation,2,Macintosh,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Civil Servant,41.0,Dont Know,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Encryption,1,nan,English,Home,Asian,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
K-12 Student,16.0,More,0,1,0,1,0,0,1,0,South Carolina,0,0,0,1,0,0,Grammar,Never,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,1,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,26.0,More,0,1,0,0,0,0,1,0,Massachusetts,0,0,0,1,0,0,Some College,Under 25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Other,Censorship,1,Macintosh,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0
Service Industry Occupation,34.0,Dont Know,0,1,0,1,0,0,0,0,Georgia,0,0,0,1,0,0,Special,Never,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
CEO,41.0,Less,0,0,0,1,0,1,0,0,Virginia,0,0,0,1,0,0,Doctoral,Not Say,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Management,Married,Encryption,1,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,1
Homemaker,36.0,Dont Know,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,High School,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,22.0,Equally,0,1,0,0,0,0,0,1,New York,0,0,0,1,0,0,Some College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Widowed,Censorship,1,nan,English,Primarily home,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay male,Yes,No,0,0,0,0,1,1
Other,43.0,More,1,1,0,1,1,1,1,1,Tennessee,0,0,0,0,1,0,Some College,Never,Male,Under $10,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
College Student,44.0,Equally,0,0,0,1,0,0,0,0,Colorado,0,0,0,1,0,0,College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Divorced,Privacy,1,Win95,English,Primarily home,Other,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,1,0,0
K-12 Educator,45.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,$50-74,1,0,0,0,0,0,0,0,0,USA,Education,Married,Navigation,1,nan,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,23.0,More,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,Some College,Over 75,Male,$40-49,0,1,0,0,0,0,0,0,0,USA,Education,Single,Censorship,4,Win95,English,Primarily home,White,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0
College Student,20.0,Equally,0,0,1,0,0,0,0,0,North Carolina,0,0,0,1,0,0,Some College,26-50,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,1,Win95,English,Primarily work,White,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,1,1,0
Other,54.0,More,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,nan,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Other,31.0,More,0,1,0,0,0,1,0,0,Sweden,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Europe,Professional,Married,Dont Know,1,NT,Swedish,Work,White,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Programmer,56.0,More,0,0,0,0,0,0,0,1,Massachusetts,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Computer,Married,Censorship,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Programmer,18.0,More,1,1,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,Some College,26-50,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Taxes,3,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0
Physician,42.0,Equally,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Professional,26-50,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,4,Macintosh,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Physician,36.0,More,1,1,0,0,0,0,1,0,Minnesota,1,0,0,0,0,0,Professional,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,17.0,Equally,0,0,0,0,0,0,1,0,Ohio,0,0,0,1,0,0,Some College,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Not say,Yes,Yes,0,1,0,0,0,0
Other,35.0,More,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Masters,Under 25,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,1,Win95,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,36.0,More,0,1,0,0,0,1,0,0,Afghanistan,0,0,0,1,0,0,Masters,nan,Female,Not Say,0,0,1,0,0,0,0,0,0,Asia,Computer,Married,Taxes,3,Win95,Russian,Work,Other,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Not Applicable,Heterosexual,No,Yes,0,1,0,0,0,1
College Student,19.0,More,0,1,0,1,0,1,0,0,Australia,0,0,0,1,0,0,Some College,Under 25,Male,Not Say,0,0,0,0,1,0,0,0,0,Oceania,Education,Single,Taxes,3,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0
Attorney/Judge,32.0,More,1,1,0,0,1,0,0,0,Illinois,0,0,0,1,0,0,Professional,Under 25,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Professional,Single,Encryption,1,Win95,English,Primarily work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Civil Servant,22.0,Equally,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,College,Over 75,Male,$20-29,0,0,0,0,0,0,0,0,1,Oceania,Other,Single,Censorship,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Homemaker,18.0,More,0,0,0,0,0,0,0,1,North Carolina,0,0,0,1,0,0,High School,Never,Female,$10-19,0,0,0,0,0,0,1,0,0,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Engineer,46.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,3,Macintosh,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,33.0,More,1,1,0,0,0,1,0,0,Oklahoma,0,0,0,1,0,0,Special,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,3,nan,English,Home,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Engineer,46.0,Dont Know,0,0,0,0,0,0,0,1,Maryland,1,1,1,0,0,1,Masters,Under 25,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Professional,Married,Censorship,1,Windows,French,Primarily home,White,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
Other,38.0,More,1,1,0,1,1,1,0,0,Nevada,0,0,0,1,0,0,College,Never,Female,Over $100,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,4,Macintosh,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0
IS,53.0,Equally,0,0,0,0,0,1,0,0,Australia,0,0,0,1,0,0,College,Under 25,Female,$50-74,0,0,0,1,0,0,0,0,0,Oceania,Computer,Other,Navigation,1,Win95,English,Primarily work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,36.0,Equally,0,0,1,0,0,0,0,0,New York,0,0,0,1,0,0,Professional,Never,Female,$50-74,0,0,0,0,0,1,0,0,1,USA,Management,Divorced,Privacy,3,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Not Applicable,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,24.0,More,1,1,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Other,Privacy,1,Win95,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Homemaker,50.0,More,0,0,0,0,0,0,1,0,Georgia,0,0,0,1,0,0,High School,Not Say,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,Windows,English,Home,Black,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Self Employed,47.0,Equally,1,0,0,0,1,0,0,1,Netherlands,0,0,0,1,0,0,Masters,Not Say,Female,$30-39,0,0,0,0,0,1,0,0,0,Europe,Management,Single,Taxes,4,Win95,Dutch,Primarily home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Not say,No,Yes,0,0,0,0,1,0
Other,33.0,More,0,1,0,1,1,0,1,1,North Carolina,0,0,0,1,0,0,College,Under 25,Female,$10-19,0,0,0,0,0,0,0,1,0,USA,Computer,Single,Privacy,1,Macintosh,English,Primarily work,White,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1
Programmer,37.0,Less,0,0,1,0,0,0,0,0,Iowa,0,0,0,0,0,1,Some College,Under 25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,1,Win95,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Bisexual,No,Yes,0,0,0,0,1,0
Service Industry Occupation,56.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Privacy,4,nan,English,Home,White,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,15.0,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Grammar,Not Say,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Other,Single,Other,1,nan,English,Primarily home,White,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,No,Heterosexual,No,Yes,0,0,1,0,0,0
IS,34.0,More,1,1,0,0,0,1,0,1,Illinois,0,0,0,1,0,0,Doctoral,51-75,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Computer,Married,Privacy,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
K-12 Student,17.0,More,0,1,0,1,0,0,0,0,Connecticut,0,0,0,1,0,0,High School,Under 25,Male,Not Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Taxes,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
