DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
12/25/1976,Married,300k-500k,High-School,Employed,Believer,Big Bang Theory,Audi,Male,Thai,Country,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,History,Non Drinkers,The hulk,424.0,y
4/28/1980,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Friends,Wolkswagen,Female,French,Rap,6 to 10,cycling,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Vodka,Thor,359.0,x
5/1/1970,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Rugby,White,MSN,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,308.0,y
2/6/1967,Married,0-100K,Post-Graduate,Self-Employed,Atheist,sherlock,GM,Female,Mediterranean,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,187.0,y
7/23/1991,Married,0-100K,Post-Graduate,Unemployed,Agnostic,Prison Break,GM,Male,Mexican,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,466.0,y
5/31/1972,Divorced,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Audi,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,10-25 KM,2000+ KM,Thriller,Maths,Rum,Thor,1029.0,y
9/17/1989,Married,500k-700k,Graduate,Self-Employed,Agnostic,Prison Break,Toyota,Male,Mexican,Light Metal,6 to 10,Cricket,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,1303.0,x
2/23/1989,Married,300k-500k,Uneducated,Unemployed,Believer,Flash,Toyota,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,60-80 KM,2000+ KM,Action,Biology,wine,wonder woman,1109.0,y
7/20/1970,Unmarried,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,0-250 KM,Horror,Economics,Beer,superman,221.0,y
6/1/1979,Unmarried,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Female,Mediterranean,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,1314.0,x
10/8/1960,Unmarried,700k-1 Million,Post-Graduate,Employed,Agnostic,Breaking Bad,Audi,Male,Lebanese,Country,12 to 15,volleyball,purple,Associated Press,0-10 KM,1500-2000 KM,Romantic,Commerce,Beer,Ironman,551.0,y
9/7/1978,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,White,Fox News,40-60 KM,2000+ KM,Historical,Civics,Whiskey,The hulk,364.0,x
10/1/1963,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Vodka,Thor,1366.0,y
7/8/1962,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Breaking Bad,Nissan,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,223.0,y
12/24/1995,Married,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Audi,Female,French,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,1086.0,x
1/21/1970,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Nissan,Male,Mexican,Hip-Hop,12 to 15,Soccer,Blue,CNN,25-40 KM,500-1000 KM,Historical,History,Rum,The hulk,695.0,x
9/22/1985,Married,0-100K,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Ford,Male,Mexican,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,553.0,x
7/12/1983,Unmarried,300k-500k,Post-Graduate,Employed,Agnostic,Friends,Audi,Female,Italian,Rap,6 to 10,volleyball,Yellow,BBC,60-80 KM,2000+ KM,Horror,Chemistry,Vodka,spiderman,232.0,x
10/10/1990,Unmarried,300k-500k,High-School,Unemployed,Believer,sherlock,Audi,Male,Thai,Heavy Metal,6 to 10,Soccer,White,MSN,60-80 KM,2000+ KM,Thriller,Biology,Non Drinkers,Thor,1380.0,y
5/8/1984,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Narcos,Wolkswagen,Female,French,Rock,18-20,Baseball,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Rum,Thor,938.0,y
7/23/1961,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Breaking Bad,BMW,Male,Lebanese,Classical,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Beer,Batman,176.0,x
10/26/1971,Married,100k-300k,Uneducated,Employed,Believer,Breaking Bad,Ford,Male,Italian,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Thriller,Maths,Beer,Thor,560.0,x
8/27/1994,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,707.0,x
4/19/1972,Unmarried,300k-500k,Graduate,Unemployed,Believer,Prison Break,Toyota,Female,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,1337.0,y
6/28/1982,Divorced,300k-500k,Post-Graduate,Self-Employed,Agnostic,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,1244.0,y
11/21/1985,Married,100k-300k,Post-Graduate,Employed,Believer,Prison Break,Honda,Female,French,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,356.0,y
3/3/1963,Divorced,500k-700k,Graduate,Employed,Agnostic,Narcos,BMW,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Non Drinkers,Ironman,719.0,y
9/7/1964,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,1386.0,x
6/29/1966,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Breaking Bad,Toyota,Male,Mexican,Country,12 to 15,cycling,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,392.0,y
12/4/1961,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Breaking Bad,Ford,Male,Italian,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,1059.0,x
12/11/1965,Married,100k-300k,Post-Graduate,Self-Employed,Atheist,Narcos,Nissan,Male,Mexican,Hip-Hop,15-18,Rugby,Red,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Rum,spiderman,443.0,x
10/5/1966,Married,0-100K,High-School,Self-Employed,Believer,Narcos,Ford,Male,Chinese,Classical,10 to 12,Rugby,Red,CNN,25-40 KM,250-500 KM,Historical,Commerce,Non Drinkers,The hulk,533.0,x
10/13/1975,Unmarried,100k-300k,High-School,Unemployed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Soccer,Orange,Associated Press,60-80 KM,1000-1500 KM,Horror,Economics,Gin,superman,62.0,x
6/5/1963,,300k-500k,Uneducated,Unemployed,Atheist,Breaking Bad,Ford,Male,Lebanese,Country,12 to 15,Baseball,Red,Reuters,60-80 KM,1000-1500 KM,Historical,History,Beer,The hulk,716.0,x
9/27/1993,Unmarried,700k-1 Million,Post-Graduate,Employed,Agnostic,Breaking Bad,Daimler -Benz,Male,Thai,Country,12 to 15,volleyball,Orange,Associated Press,60-80 KM,0-250 KM,Historical,Commerce,wine,The hulk,1222.0,x
6/11/1983,Married,0-100K,High-School,Unemployed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Rugby,Yellow,BBC,40-60 KM,1500-2000 KM,Drama,Chemistry,Vodka,Batman,1037.0,x
5/8/1974,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Beer,Ironman,1124.0,y
6/4/1990,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,1126.0,y
11/15/1990,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Female,Indian,Rock,18-20,Soccer,Red,Reuters,60-80 KM,1000-1500 KM,Comedy,History,Beer,The hulk,979.0,y
6/10/1973,Married,500k-700k,Post-Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Italian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,320.0,x
9/27/1986,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Audi,Female,Italian,Rap,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,116.0,y
8/21/1971,Unmarried,100k-300k,High-School,Employed,Believer,How I Met your mother,Suzuki,Female,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,1099.0,y
4/14/1967,Unmarried,300k-500k,High-School,Self-Employed,Believer,sherlock,Ford,Male,Chinese,Heavy Metal,3 to 5,Soccer,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,829.0,y
2/22/1968,Unmarried,0-100K,High-School,Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,1317.0,y
12/31/1973,Married,300k-500k,Graduate,Employed,Atheist,How I Met your mother,Audi,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1162.0,y
10/5/1965,Divorced,0-100K,High-School,Employed,Agnostic,Big Bang Theory,GM,Male,Thai,Country,12 to 15,Swimming,Red,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,258.0,y
8/4/1977,Married,100k-300k,Post-Graduate,Employed,Believer,Friends,Ford,Male,Mexican,Light Metal,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,1298.0,x
10/18/1981,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,44.0,y
5/26/1961,Unmarried,300k-500k,High-School,Employed,Believer,Prison Break,Daimler-Benz,Female,Indian,Rap,6 to 10,Basketball,Black,Fox News,25-40 KM,1000-1500 KM,Thriller,Biology,Whiskey,Thor,440.0,y
3/19/1980,Married,500k-700k,Uneducated,Employed,Believer,Dexter,BMW,Male,Mexican,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,0-250 KM,Horror,Physics,Vodka,spiderman,587.0,y
1/6/1985,Unmarried,700k-1 Million,Uneducated,Unemployed,Believer,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Soccer,Green,BBC,10-25 KM,250-500 KM,Action,Biology,wine,wonder woman,1324.0,x
3/15/1972,Married,500k-700k,Graduate,Self-Employed,Agnostic,How I Met your mother,Toyota,Male,Mexican,Rap,6 to 10,Cricket,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,Gin,wonder woman,1281.0,y
12/3/1970,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Lebanese,Country,12 to 15,Basketball,purple,Associated Press,60-80 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,185.0,y
1/4/1969,Married,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1103.0,x
3/17/1974,Unmarried,300k-500k,High-School,Employed,Agnostic,Narcos,Daimler-Benz,Female,French,Rock,15-18,volleyball,purple,Associated Press,60-80 KM,1000-1500 KM,Historical,History,Rum,The hulk,296.0,y
6/1/1986,Divorced,500k-700k,High-School,Employed,Agnostic,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Swimming,Orange,Reuters,60-80 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,734.0,x
7/1/1962,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1224.0,x
3/14/1972,Married,700k-1 Million,Graduate,Self-Employed,Believer,Friends,Audi,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1417.0,y
6/1/1991,Divorced,300k-500k,Graduate,Unemployed,Agnostic,Flash,Audi,Male,Italian,Rap,6 to 10,Swimming,Black,Fox News,10-25 KM,250-500 KM,Thriller,Art,wine,Thor,227.0,y
4/18/1965,Married,0-100K,Uneducated,Self-Employed,Believer,Breaking Bad,Ford,Male,Mexican,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,wine,spiderman,818.0,y
12/26/1984,Unmarried,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,306.0,x
10/20/1970,Married,300k-500k,Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Thai,Heavy Metal,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,771.0,y
1/20/1976,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Game of Thrones,Audi,Male,Chinese,Classical,10 to 12,Soccer,Orange,Reuters,60-80 KM,0-250 KM,Horror,Economics,Vodka,spiderman,1292.0,y
9/18/1975,Married,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,0-250 KM,Drama,Biology,Whiskey,Batman,168.0,x
1/31/1978,Unmarried,300k-500k,Uneducated,Employed,Believer,Flash,Audi,Female,Indian,Rap,6 to 10,Soccer,Yellow,BBC,25-40 KM,1500-2000 KM,Romantic,English,Rum,Ironman,248.0,y
1/24/1961,Unmarried,0-100K,High-School,Employed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,0-250 KM,Thriller,Maths,Non Drinkers,Thor,753.0,y
3/24/1984,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Romantic,English,Beer,Ironman,117.0,x
3/5/1965,Unmarried,300k-500k,Uneducated,Self-Employed,Agnostic,Narcos,Ford,Female,French,Hip-Hop,15-18,volleyball,Red,Reuters,60-80 KM,0-250 KM,Action,Physics,Rum,wonder woman,978.0,y
1/12/1965,Married,500k-700k,High-School,Self-Employed,Believer,Prison Break,BMW,Male,Lebanese,Heavy Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Historical,Art,Whiskey,The hulk,569.0,x
2/8/1978,Unmarried,500k-700k,Post-Graduate,Employed,Agnostic,Big Bang Theory,BMW,Female,Indian,Rock,18-20,volleyball,Red,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Non Drinkers,Batman,584.0,y
12/9/1983,Married,500k-700k,Graduate,Unemployed,Believer,How I Met your mother,Toyota,Female,French,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,1312.0,x
5/5/1972,Unmarried,0-100K,Graduate,Self-Employed,Agnostic,Flash,GM,Female,Indian,Rap,6 to 10,volleyball,Black,Fox News,0-10 KM,0-250 KM,Historical,Civics,Rum,The hulk,1060.0,y
6/6/1985,Unmarried,300k-500k,Graduate,Unemployed,Believer,Friends,Wolkswagen,Female,Indian,Rap,6 to 10,Soccer,White,MSN,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1425.0,y
5/31/1981,Divorced,100k-300k,Graduate,Employed,Agnostic,Game of Thrones,Nissan,Female,French,Hip-Hop,15-18,Swimming,Red,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Whiskey,The hulk,473.0,y
9/21/1970,Unmarried,700k-1 Million,Post-Graduate,Unemployed,Believer,Breaking Bad,Jaguar,Male,Thai,Country,12 to 15,Soccer,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1362.0,x
3/17/1988,Married,300k-500k,Uneducated,Unemployed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Rugby,Black,Fox News,10-25 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,1289.0,x
11/4/1965,Married,500k-700k,Graduate,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Baseball,Black,Fox News,60-80 KM,2000+ KM,Action,Biology,Whiskey,wonder woman,1432.0,y
12/13/1961,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Prison Break,Toyota,Female,Italian,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,750.0,y
1/10/1974,Unmarried,300k-500k,High-School,Self-Employed,Believer,Prison Break,Audi,Female,French,Rap,6 to 10,Basketball,Yellow,BBC,40-60 KM,1500-2000 KM,Horror,Chemistry,Whiskey,spiderman,519.0,y
4/8/1990,Divorced,1M-2Million,Uneducated,Employed,Agnostic,Friends,Bently,Female,French,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,1216.0,y
6/18/1992,Divorced,100k-300k,Post-Graduate,Unemployed,Agnostic,How I Met your mother,Suzuki,Female,Mediterranean,Rap,6 to 10,Swimming,Green,New York Times,0-10 KM,0-250 KM,Romantic,Civics,Non Drinkers,Ironman,1409.0,y
10/12/1985,Married,100k-300k,Graduate,Self-Employed,Agnostic,Friends,Suzuki,Female,French,Rap,6 to 10,Cricket,Black,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,727.0,y
8/8/1973,Unmarried,1M-2Million,Graduate,Unemployed,Believer,Friends,Bently,Female,French,Rap,6 to 10,Soccer,White,MSN,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,989.0,y
8/30/1986,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,White,MSN,0-10 KM,0-250 KM,Historical,Civics,Beer,Ironman,271.0,y
1/16/1962,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Friends,Ford,Female,Mediterranean,Rap,6 to 10,Soccer,Black,Fox News,60-80 KM,2000+ KM,Thriller,Biology,Beer,Thor,988.0,y
6/13/1987,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,250-500 KM,Comedy,History,wine,Thor,949.0,y
10/1/1976,Unmarried,100k-300k,High-School,Self-Employed,Believer,Friends,Suzuki,Female,French,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,981.0,x
6/17/1961,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,Black,New York Times,0-10 KM,0-250 KM,Romantic,Civics,Beer,Ironman,1270.0,y
2/6/1988,Married,100k-300k,Post-Graduate,Employed,Atheist,Friends,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,154.0,y
1/10/1993,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,,Mexican,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,2000+ KM,Historical,Commerce,Beer,The hulk,70.0,y
10/14/1987,Unmarried,300k-500k,High-School,Employed,Believer,Friends,Ford,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,865.0,x
10/10/1967,Divorced,100k-300k,Post-Graduate,Employed,Agnostic,Prison Break,Ford,Female,Mediterranean,Rap,6 to 10,Swimming,White,MSN,40-60 KM,2000+ KM,Historical,Civics,Whiskey,Ironman,448.0,y
9/13/1970,Married,500k-700k,Uneducated,Unemployed,Atheist,Friends,Toyota,Female,French,Rap,6 to 10,Rugby,White,MSN,10-25 KM,0-250 KM,Historical,Civics,Beer,Ironman,1285.0,y
3/21/1966,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Ford,Male,Thai,Heavy Metal,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,112.0,y
3/14/1995,Married,100k-300k,High-School,Self-Employed,Believer,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,Maths,Beer,Thor,124.0,y
3/10/1966,Married,500k-700k,High-School,Unemployed,Believer,Dexter,Daimler-Benz,Female,French,Hip-Hop,15-18,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,587.0,x
12/11/1978,Unmarried,300k-500k,High-School,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Mediterranean,Rock,18-20,Soccer,Blue,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Non Drinkers,spiderman,1039.0,x
4/1/1991,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Big Bang Theory,Audi,Female,French,Rock,15-18,Soccer,Red,CNN,25-40 KM,500-1000 KM,Horror,Physics,Non Drinkers,spiderman,508.0,x
8/7/1990,Unmarried,100k-300k,High-School,Unemployed,Believer,Breaking Bad,Ford,Female,Mediterranean,Rock,20+,Soccer,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,436.0,x
1/21/1970,Married,700k-1 Million,High-School,Unemployed,Atheist,Friends,Audi,Male,Mexican,Rap,6 to 10,Rugby,Black,New York Times,60-80 KM,2000+ KM,Action,Biology,wine,wonder woman,607.0,x
5/3/1967,Married,0-100K,Uneducated,Unemployed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Beer,spiderman,501.0,y
6/13/1995,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Flash,Toyota,Female,French,Rap,6 to 10,Baseball,White,MSN,10-25 KM,250-500 KM,Drama,Chemistry,Rum,Batman,624.0,x
2/23/1960,Married,300k-500k,Graduate,Unemployed,Atheist,Narcos,Audi,Male,Italian,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Rum,Thor,661.0,y
1/13/1961,Married,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,40-60 KM,2000+ KM,Thriller,Biology,Vodka,Thor,449.0,x
1/5/1975,Married,100k-300k,Uneducated,Unemployed,Agnostic,Breaking Bad,Suzuki,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Comedy,Maths,Beer,Thor,1124.0,y
11/18/1988,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Friends,Nissan,Male,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,198.0,x
12/12/1987,Married,,Post-Graduate,Self-Employed,Atheist,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,498.0,y
1/28/1980,Unmarried,500k-700k,Uneducated,Employed,Believer,Breaking Bad,BMW,Male,Mexican,Hip-Hop,15-18,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,wine,The hulk,954.0,y
10/10/1987,Married,100k-300k,High-School,Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,Rum,spiderman,1141.0,x
1/18/1970,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,1416.0,y
7/12/1990,Unmarried,700k-1 Million,Graduate,Employed,Believer,Breaking Bad,Audi,Male,Chinese,Classical,10 to 12,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,987.0,y
8/7/1980,Married,100k-300k,High-School,Employed,Atheist,How I Met your mother,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Rugby,White,Fox News,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,589.0,x
12/28/1962,Unmarried,0-100K,High-School,Self-Employed,Agnostic,sherlock,Ford,Female,Indian,Rap,6 to 10,volleyball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,563.0,y
9/5/1983,Unmarried,300k-500k,High-School,Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Mediterranean,Rock,20+,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Romantic,Commerce,Non Drinkers,Ironman,1328.0,y
10/28/1990,Married,100k-300k,Post-Graduate,Unemployed,Atheist,How I Met your mother,Suzuki,Female,French,Rap,6 to 10,Baseball,Black,New York Times,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,196.0,x
3/10/1976,Unmarried,100k-300k,High-School,Unemployed,Believer,Narcos,Suzuki,Female,Indian,Rock,18-20,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Rum,Ironman,1336.0,y
6/23/1993,Married,100k-300k,Graduate,Employed,Atheist,Breaking Bad,Ford,Female,Italian,Hip-Hop,15-18,Baseball,Red,Reuters,25-40 KM,500-1000 KM,Drama,Physics,wine,Batman,1337.0,x
9/12/1967,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Comedy,Art,Gin,The hulk,993.0,x
9/5/1994,Unmarried,0-100K,Uneducated,Unemployed,Agnostic,Prison Break,Ford,Male,Mexican,Rap,6 to 10,volleyball,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,1496.0,y
